EID Prefix,Reply Type,Received From,RLOC Addresses,RLOC Priorities,RLOC Weights,RLOC States,New Deployed Changed,Configuration Changed ,Statistical Changed,Recieved From Changed,Received From not RLOCs ,Received From RLOCs ,Received From Map Resolver ,Number of Timestamp,Total Number of Timestamp
147.80.0.0:15,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
147.82.0.0:16,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
147.83.0.0:17,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
147.83.128.0:23,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
147.83.130.0:24,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
147.83.131.0:25,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
147.83.131.128:26,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
147.83.131.192:27,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
147.83.131.225:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
147.83.131.227:32,LISP Reply,147.83.131.54,"['147.83.131.33', '172.16.3.9']","['1', '1']","['100', '100']","['Up', 'Up']",0,0,0,0,20,0,0,20,299
147.83.131.229:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
147.83.131.230:31,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
147.83.131.232:29,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
147.83.131.240:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
147.83.132.0:22,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
147.83.136.0:21,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
147.83.144.0:20,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
147.83.160.0:19,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
147.83.192.0:18,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
147.84.0.0:14,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
147.88.0.0:13,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
147.96.0.0:11,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
148.0.0.0:6,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
152.0.0.0:8,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
153.0.0.0:12,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,20,20,299
153.128.0.0:9,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,26,26,299
153.16.12.128:26,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.12.192:27,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.12.224:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,16,16,299
153.16.13.0:28,LISP Reply,173.228.9.248,['173.228.9.248'],['1'],['100'],['Up'],0,0,0,0,0,17,0,17,299
153.16.13.112:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.13.16:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.13.176:28,LISP Reply,76.102.34.4,['76.102.34.4'],['1'],['50'],['Up'],0,0,0,0,0,17,0,17,299
153.16.13.208:28,LISP Reply,50.174.210.10,['50.174.210.10'],['1'],['100'],['Up'],0,0,0,0,0,19,0,19,299
153.16.13.240:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.13.32:28,LISP Reply,108.245.189.84,['108.245.189.84'],['1'],['100'],['Up'],0,0,0,0,0,18,0,18,299
153.16.13.48:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.13.80:28,LISP Reply,107.3.187.25,['107.3.187.25'],['10'],['50'],['Up'],0,0,0,0,0,18,0,18,299
153.16.14.128:25,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.14.64:26,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.160.0:19,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,26,26,299
153.16.17.16:28,LISP Reply,24.94.13.140,['24.94.13.140'],['1'],['1'],['Up'],0,0,0,0,0,18,0,18,299
153.16.17.32:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.18.112:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,14,14,299
153.16.18.176:28,LISP Reply,122.177.1.211,['122.177.1.211'],['1'],['100'],['Up'],0,0,0,1,0,16,0,16,299
153.16.18.224:27,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.18.48:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.18.96:28,LISP Reply,68.177.12.182,['170.40.251.1'],['1'],['100'],['Up'],0,0,0,0,18,0,0,18,299
153.16.192.0:18,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,25,25,299
153.16.21.0:26,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.21.129:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,16,16,299
153.16.21.130:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.21.131:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.21.132:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,17,17,299
153.16.21.134:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.21.135:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.21.136:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.21.137:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.21.138:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.21.139:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,17,17,299
153.16.21.140:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,17,17,299
153.16.21.141:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.21.142:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.21.192:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.21.193:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.21.194:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.21.195:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.21.196:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.21.197:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.21.198:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,17,17,299
153.16.21.199:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.21.200:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.21.201:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.21.202:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.21.203:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.21.204:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.21.205:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.21.206:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.21.207:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.21.208:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.21.209:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.21.210:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.21.211:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.21.212:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.21.213:32,Negative Reply,149.20.48.61,[],[],[],[],2,0,0,2,1,0,17,18,299
153.16.21.214:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.21.215:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.21.216:29,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.21.224:27,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.21.65:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,5,5,299
153.16.21.66:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,5,5,299
153.16.21.67:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,5,5,299
153.16.21.68:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,5,5,299
153.16.21.69:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,5,5,299
153.16.21.70:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,5,5,299
153.16.21.71:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,5,5,299
153.16.21.72:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,5,5,299
153.16.21.73:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
153.16.21.74:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
153.16.22.0:26,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.22.129:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.130:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.131:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.132:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.133:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.136:29,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.22.144:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.22.145:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.22.146:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,17,17,299
153.16.22.147:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.22.148:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.22.149:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.22.192:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.193:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.194:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.195:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.196:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.197:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.198:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.199:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.200:29,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.208:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.209:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.210:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.211:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.212:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.213:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.214:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.215:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.216:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.217:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.218:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.22.219:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.22.220:30,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.22.224:27,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.22.65:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
153.16.22.66:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
153.16.22.67:32,LISP Reply,24.51.209.235,['24.51.209.235'],['1'],['100'],['Up'],0,0,0,0,0,4,0,4,299
153.16.22.68:32,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,4,4,299
153.16.23.144:28,LISP Reply,199.21.117.195,['199.21.116.245'],['1'],['100'],['Up'],0,0,0,0,18,0,0,18,299
153.16.25.0:28,LISP Reply,96.231.59.40,['96.231.59.40'],['1'],['50'],['Up'],0,0,0,0,0,18,0,18,299
153.16.25.128:28,LISP Reply,100.7.26.34,['100.7.26.34'],['1'],['1'],['Up'],0,0,0,0,0,18,0,18,299
153.16.25.16:28,LISP Reply,66.219.129.241,"['65.42.52.93', '66.219.129.241']","['100', '10']","['100', '100']","['Up', 'Up']",0,0,0,0,0,18,0,18,299
153.16.25.176:28,LISP Reply,73.148.11.3,['73.148.11.3'],['1'],['1'],['Up'],0,0,0,0,0,16,0,16,299
153.16.25.192:28,LISP Reply,100.7.38.230,['100.7.38.230'],['1'],['100'],['Up'],0,0,0,0,0,15,0,15,299
153.16.25.224:28,LISP Reply,24.56.71.204,"['24.56.71.204', '2001:470:b8ab:1:dead:beef:0:4']","['1', '2']","['50', '50']","['Up', 'Up']",0,0,0,0,0,17,0,17,299
153.16.26.112:28,LISP Reply,75.145.92.179,['75.145.92.179'],['1'],['1'],['Up'],0,0,0,0,0,18,0,18,299
153.16.29.0:28,LISP Reply,96.23.170.118,['96.23.170.118'],['1'],['1'],['Up'],0,0,0,0,0,22,0,22,299
153.16.29.128:25,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,22,22,299
153.16.29.16:28,LISP Reply,73.12.9.178,['73.12.9.178'],['1'],['1'],['Up'],0,0,0,0,0,22,0,22,299
153.16.29.32:28,LISP Reply,74.215.240.77,['74.215.240.77'],['1'],['1'],['Up'],0,0,0,0,0,22,0,22,299
153.16.30.160:30,LISP Reply,24.51.209.235,['24.51.209.235'],['1'],['100'],['Up'],0,0,0,0,0,19,0,19,299
153.16.30.168:30,LISP Reply,24.4.100.89,['24.4.100.89'],['1'],['100'],['Up'],0,0,0,0,0,20,0,20,299
153.16.30.96:28,LISP Reply,173.8.103.241,['173.8.103.241'],['1'],['100'],['Up'],0,0,0,0,0,22,0,22,299
153.16.31.0:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.31.96:28,LISP Reply,68.44.224.35,['68.44.224.35'],['1'],['100'],['Up'],0,0,0,0,0,19,0,19,299
153.16.32.0:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,0,18,299
153.16.32.176:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.32.224:28,LISP Reply,192.162.230.13,"['192.162.230.13', '192.162.230.14']","['10', '10']","['50', '50']","['Up', 'Up']",0,0,0,10,0,16,0,16,299
153.16.32.96:28,LISP Reply,147.102.40.203,"['147.102.40.203', '147.102.224.6']","['10', '1']","['100', '100']","['Up', 'Up']",0,0,0,0,0,18,0,18,299
153.16.36.0:24,LISP Reply,192.162.230.13,"['192.162.230.13', '192.162.230.14']","['10', '10']","['50', '50']","['Up', 'Up']",0,0,0,5,0,17,0,17,299
153.16.38.0:25,LISP Reply,132.227.62.243,"['132.227.62.242', '132.227.62.243', '2001:660:3302:282c:240::242', '2001:660:3302:282c:240::243']","['3', '1', '4', '2']","['100', '100', '100', '100']","['Up', 'Up', 'Up', 'Up']",0,0,1,8,0,17,0,17,299
153.16.38.128:25,LISP Reply,132.227.62.243,"['132.227.62.242', '132.227.62.243', '2001:660:3302:282c:240::242', '2001:660:3302:282c:240::243']","['1', '3', '2', '4']","['100', '100', '100', '100']","['Up', 'Up', 'Up', 'Up']",0,0,1,6,0,14,0,14,299
153.16.4.0:24,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.43.192:27,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.43.224:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.44.176:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,16,16,299
153.16.44.240:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,16,16,299
153.16.44.48:28,LISP Reply,91.220.108.97,['91.220.108.97'],['1'],['100'],['Up'],0,0,0,0,0,16,0,16,299
153.16.44.96:28,LISP Reply,80.218.233.133,['80.218.233.133'],['1'],['100'],['Up'],0,0,0,0,0,17,0,17,299
153.16.47.144:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,17,17,299
153.16.47.160:27,LISP Reply,212.33.19.38,['212.33.19.38'],['1'],['100'],['Up'],0,0,0,0,0,18,0,18,299
153.16.48.96:28,LISP Reply,84.23.253.84,"['84.23.253.84', '2001:1560:9:42::4']","['10', '20']","['50', '50']","['Up', 'Up']",0,0,0,0,0,15,0,15,299
153.16.5.0:24,LISP Reply,128.107.81.170,"['128.107.81.169', '128.107.81.170']","['1', '1']","['50', '50']","['Up', 'Up']",0,0,0,0,0,17,0,17,299
153.16.50.0:28,LISP Reply,89.123.109.217,['89.123.109.217'],['1'],['1'],['Up'],0,0,1,4,0,21,0,21,299
153.16.50.240:28,LISP Reply,92.50.113.214,['92.50.113.214'],['1'],['100'],['Up'],0,0,0,0,0,20,0,20,299
153.16.50.48:28,LISP Reply,195.8.198.78,"['195.8.198.77', '195.8.198.78', '2001:1620:2027:1c6::2:77', '2a01:2a8:a000:1c6::2:78']","['1', '1', '1', '1']","['50', '50', '50', '50']","['Up', 'Up', 'Up', 'Up']",0,0,0,10,0,20,0,20,299
153.16.53.160:28,LISP Reply,89.102.24.199,['89.102.24.199'],['1'],['1'],['Up'],0,0,0,0,0,19,0,19,299
153.16.54.96:28,Negative Reply,193.162.145.50,[''],[''],[''],[''],0,0,0,0,0,0,0,16,299
153.16.55.128:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.55.160:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.55.96:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.56.0:28,LISP Reply,178.32.15.16,"['178.32.15.16', '2001:41d0:2:9fd5::101:1']","['100', '100']","['10', '10']","['Up', 'Up']",0,0,0,0,0,19,0,19,299
153.16.56.128:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.56.160:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.56.96:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,19,19,299
153.16.57.128:28,LISP Reply,217.8.98.42,"['10.1.1.127', '158.38.1.92']","['1', '1']","['100', '100']","['Up', 'Up']",0,0,0,0,1,0,0,1,299
153.16.57.144:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.57.160:27,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,17,17,299
153.16.57.16:28,LISP Reply,44.16.51.222,"['44.16.5.21', '44.16.51.245', '2605:e000:2f8c:d140:a800:4ff:fe00:85fc', '2a06:e881:140f::85']","['3', '1', '1', '2']","['100', '100', '100', '100']","['Up', 'Up', 'Up', 'Up']",0,1,0,1,18,0,0,18,299
153.16.57.192:26,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,16,16,299
153.16.57.32:28,LISP Reply,158.38.1.92,['158.38.1.92'],['1'],['1'],['Up'],0,0,0,0,0,1,0,1,299
153.16.57.80:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,17,17,299
153.16.57.96:28,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,17,17,299
153.16.58.0:23,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
153.16.6.0:24,Negative Reply,149.20.48.61,[''],[''],[''],[''],0,0,0,0,0,0,17,17,299
