EID Prefix,Reply Type,Received From,RLOC Addresses,RLOC Priorities,RLOC Weights,RLOC States,New Deployed Changed,Configuration Changed ,Statistical Changed,Recieved From Changed,Received From not RLOCs ,Received From RLOCs ,Received From Map Resolver ,Number of Timestamp,Total Number of Timestamp
80.0.0.0:6,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,232,232,299
84.0.0.0:8,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,208,208,299
85.0.0.0:9,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,162,162,299
85.128.0.0:11,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,172,172,299
85.160.0.0:12,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,155,155,299
85.176.0.0:13,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,158,158,299
85.184.0.0:23,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,126,126,299
85.184.128.0:19,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,132,132,299
85.184.16.0:20,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,142,142,299
85.184.160.0:20,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,128,128,299
85.184.176.0:21,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,116,116,299
85.184.185.0:24,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,16,16,299
85.184.186.0:23,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
85.184.188.0:22,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,18,18,299
85.184.192.0:18,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,21,21,299
85.184.2.0:24,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,89,89,299
85.184.3.0:26,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,131,131,299
85.184.3.128:25,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,139,139,299
85.184.3.64:26,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,107,107,299
85.184.3.72:29,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,30,30,299
85.184.3.80:28,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,28,28,299
85.184.3.96:27,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,28,28,299
85.184.32.0:19,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,138,138,299
85.184.4.0:22,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,136,136,299
85.184.64.0:23,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,140,140,299
85.184.66.0:23,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,140,140,299
85.184.68.0:22,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,140,140,299
85.184.72.0:21,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,135,135,299
85.184.8.0:21,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,136,136,299
85.184.80.0:20,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,138,138,299
85.184.96.0:19,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,134,134,299
85.185.0.0:16,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,21,21,299
85.186.0.0:15,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,30,30,299
85.188.0.0:14,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,30,30,299
85.192.0.0:10,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,33,33,299
86.0.0.0:7,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,104,104,299
88.0.0.0:5,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,108,108,299
96.0.0.0:3,Negative Reply,217.8.98.42,[''],[''],[''],[''],0,0,0,0,0,0,111,111,299
